Company Name,Number of Medicines
BEAUTYCOS,6
NEXACARE LIFESCIENCES PVT LTD,6
3C PHARMACEUTICAL PVT LTD,6
ZOGENIX HEALTHCARE PVT LTD,6
VENKATESH NATURAL EXTRACT PVT. LTD,6
NEM LABORATORIES,6
AEOMEDS HEALTH CARE PVT LTD,6
MAX FORD LABS,6
ACROSS LABS PVT LTD,6
GOOD LIFE CONSUMER PROVATE LIMITED,6
GENETIC LIFESCIENCES PRIVATE LIMITED,6
KARAA,6
HN CURE PHARMA PVT LTD,6
GREENBACK INC,6
JINAL HEALTHCARE,6
MYPROTEIN,6
ZEPSILON HEALTHCARE PVT LTD,6
FINE FORMULATIONS,6
FINE BIO SCIENCE PVT LTD,6
COOPER PHARMA LTD,6
RNGALLA FAMILY PVT LTD,6
KESH KING,6
ZENO LIFE CARE,6
DAYLON HEALTH CARE PVT LTD,6
LEROY NUTRASCIENCE,6
CUTEM LIFE SCIENCE,6
NEWGEN HEALTHCARE PRIVATE LIMITED,6
N.G. ELECTRO PRODUCTS (P) LIMITED,6
UNIPHASE INDIA PHARMACEUTICAL,6
MEDREX PHARMA PVT LTD,6
GILLETE INDIA,6
OMEGA BIOTECH LIMITED,6
VENUS,6
CHARITRA PHARMA,6
HILL ROUTE,6
ASTA PHARMACEUTICALS,6
VICOLEODS BIOTECH PHARMA,6
DIACARDUS PHARMACY PVT LTD,6
KOTTARAM AGRO FOODS PRIVATE LIMITED,6
GENERAL MEDICINE THERAPEUTICS PVT LTD,6
MAXXLIFE FORMULATION,6
SKINO PHARMACEUTICALS,6
VISSCO REHABILITATION AIDS PVT. LTD,6
ETHINEXT PHARMA,6
CIEO REMEDIE,6
OM SAI PHARMA PACK,6
MERACUS PHARMACEUTICALS,6
MARK PHARMACEUTICALS LTD,6
UNISON PHARMACEUTICALS PVT LTD,6
NUORIK HEALTHCARE,6
BIOZEN HEALTHCARE,6
CRIZON HEALTHCARE PVT LTD,6
BIOVESTHA HEALTHCARE,6
ELIPH NUTRITION PVT LTD,6
PHARMA FORCE LAB,6
PAN INDIA,6
NATURES BLOSSOM PVT LTD,6
ODDWAY ICARE PVT LTD,6
SYNTHIKO FORMULATIONS LTD.,6
AYUSHAKTHI HEALTH CARE,6
PHARMA LIMITED,6
CORPUS LIFESCIENCE PVT LTD,6
RENOVA NUTRITION,6
LACTONOVA NUTRIPHARM PVT LTD,6
EMBARK LIFESCIENCE PVT LTD,6
MAHURI,6
MAYA,6
NOVA INDUS PHARMACEUTICALS,6
VIWACURE HEALTHCARE,6
MATIAS HEALTHCARE PVT LTD,6
TRIGLOBAL BIOSCIENCE PVT LTD,6
EMMAMI,6
BRIO VINEGARS,6
LANARK LABORATORIES PVT LTD,6
ENTERO,6
ZYDUS NEPHROSCIENCES,6
JAIWIK BIOTECH,6
KEIMED,6
RAMBAN PATENT DEPOT,6
SALUD CARE,6
REGALIZ INDIA LTD,6
BABUL BIOMEDICALS PVT. LTD.,6
INDUS,6
AESTHETIX COSMECEUTICALS,6
MICROGENE DIAGNOSTIC SYSTMS PVT LTD,6
UNION DRUG COMPANY LTD,6
AVENUE REMEDIES,6
MPI ETHICALS PRIVATE LTD,6
ANUSPAA HERITAGE PRODUCTS PVT LTD,6
MY FAIR LADY LTD.,6
ARKRAY HEATHCARE PVT LTD,6
ARROWS 2 PHARMACEUTICALS,6
NUFACE PHARMA,6
BAFNA PHARMACEUTICALS LTD,6
THE SADVAIDYASALA PVT LTD,6
INDO HERBAL PRODUCTS,6
AYUR HERBALS,6
MEDISCOT PHARMACEUTICALS,6
VEEON HEALTHCARE,6
RYNEL CLIFTON PHARMA PVT LTD,6
VEE REMEDIES,6
SCA HYGIENE PRODUCTS INDIA PVT. LTD.,6
GODIVA BIOADVANCES PVT LTD,6
VEGETAL BIOACTIVES PVT LTD,6
THE AYURVEDEEYA ARKASHALA LTD,6
APICAL HEALTHCARE PVT LTD,6
ALESSA HEALTHCARE,6
GOLDWIN MEDICARE LTD,6
DECCAN AYUR PHARMA LTD,6
HERBZ INTERNATIONAL,6
ENDURA MASS,6
SAB LIFE CARE PVT LTD,6
ABIBA PHARMACIA PRIVATE LIMITED,6
NUTRI INTERNATIONAL,6
RIPPED UP NUTRITION,6
AVN AYURVEDA FORMULATIONS PVT LTD,6
MEDIZEN LABS PVT. LTD. (DELTA MATTERS),6
WINALLURE COSMECEUTICALS & PHARMACEUTICALS,6
SANADOR HEALTHCARE,6
RESERCA HEALTH CARE PVT LTD,6
S KUNDU & SONS,6
PURE DERMA,6
HEGDE & HEGDE PHARMACEUTICALS LTD,6
UNIQ HERBAL,6
NAGARJUNA HERBAL CONCENTRATES LTD,6
AKJ ENTERPRISES,6
AXIS LABS PVT LTD,6
SCORLEON PHARMA,6
CHINA MADE,6
HINDUSTAN HEALTHCARE,6
ORANGE BIOTECH,6
MAN COP REMEDIES,6
RELYON HEALTH CARE,6
NEISS LABS PVTLTD,6
MEDLIFE,6
ESSENTIAL PHARMACEUTICAL,6
SIGNATURE PHYTOCHEMICALS,6
MIRACLE LIFE SCIENCES,6
MAGNUM LABORATORIES PVT. LTD.,6
G.AMPHRAY LABORATORIES,6
MODI PHARMA,6
WESTERN GHATS PHARMA,6
TIME PHARMACEUTICALS PVT LTD,6
ARTEMIS PHARMACEUTICAL,6
DR URJITA JAIN PHARMA,6
MED INDIA,6
SVIZERA HEALTHCARE,6
PHARMA CURE,6
GLOBUS LABS,6
SYNOVION LABS,6
EPSILON BIOTECH,6
BRANKO PHARMA,6
BENIQUE PHARMACEUTICALS,6
AQUA LABS,6
TRENDS PHARMA PVT. LTD.,6
OCEAN OPHTHALMICS,6
STANROSS,6
GRUENTZIG PHARMA,6
PRIMUS PHARMACEUTICALS,6
XENON PHARMACEUTICALS,6
AEQUITAS HEALTHCARE PVT LTD,6
CRYZER FORMULATION PVT LTD,6
J B CHEMICALS,6
PARADIGM PHARMACEUTICALS PVT LTD,6
COSMIC PHARMA PVT LTD,6
PRO-PROLIVA SCIENCE,6
BETAMAX REMEDIES,6
COTEC HEALTHCARE PVT. LTD,6
MAGNIFUR LIFE SCIENCES,6
OSIANTE BIOTECH,6
DN THERAPEUTICS PVT LTD,6
MEDIHEALTH LIFESCIENCES PVT LTD,6
NEW LIFE PHARMACEUTICALS,6
G.AMPHRAY PHARMACEUTICALS PVT,6
HEALTH RY PHARMACEUTICALS,6
CYDIA HEALTH CARE PRIVATE LIMITED,6
ANKAA PHARMACEUTICALS,6
AVONIC LIFE SCIENCES,6
NIPPON LIFE SCIENCES PVT LTD,6
ALLIEN PHARMACEUTICALS,6
APOTEX LIFESCIENCES,6
SPEY MEDICAL PVT LTD,6
WHITE AND TRUST PHARMACEUTICAL INDIA PVT LDT,6
ASTRELLA PHARMA,6
MAXFORD HEALTHCARE,6
911 DERMATOLOGY PVT LTD,6
H & CARE INCORP,6
CONVINA RESEARCH LAB,6
SHINEMAX PHARMA,6
TIMES HEALTHCARE PVT LTD,6
MIOTIC PHARMA,6
REXUS HEALTRHCARE,6
LIFT LIFE BIOTECH PRIVATE LIMITED,6
CREST PHARMA PVT LTD,6
TACHYON,6
NEXGEN PHARMA PVT LTD,6
ARSUN,6
PARAS IMPEX,6
GEOMED HEALTH CARE,6
WELLWOK PHARMA,6
MAHBOOBIA HERBAL,6
AQUARIUS HEALTH CARE PVT LTD,6
GM PHARMA,6
D M PHARMACEUTICAL PRIVATE LIMITED,6
EUGENETIC,6
HEALTH BERRY LIFESCIENCES,6
ORSAL PHARMACEUTICALS,6
GIRIRAJ HEALTH CARE,6
CUREGA HEALTHCARE PVT LTD,6
BENSON DRUGS,6
PCI GENERICS,6
WELLSA PHARMACEUTICALS,6
MEMBRANE PHARMA,6
ADMARK PHARMACEUTICALS,6
ALAXIA HEALTHCARE,6
WARIN PHARMACEUTICAL,6
PRIM RESEARCH LABORATORIES,6
SARTHAK BIOTECH PRIVATE LIMITED,6
EDMUND HEALTHCARE PVT LTD,6
FERTIN PHARMA,6
GLASSTON PHARMACEUTICAL,6
RONISH BIOCEUTICALS,6
MALOOK PHARMACEUTICALS PVT LTD,6
M G NEUTRACEUTICALS,6
SUVIK HITEK PVT. LTD.,6
CUROSIS HEALTHCARE,6
GLIVITA PHARMA PVT LTD,6
VAPI CARE PHARMA,6
XELLENCE LABORATORIES PVT LIMITED,6
AYURVED SUMSHODHANALAYA(PUNA) PVT LTD,6
CITADEL FINE PHARMACEUTICAL PVT LTD,6
INTRACIN PHARMACEUTICALS,6
VETNEX ANIMAL HEALTH LTD,6
GOODLUCK PHARMACEUTICALS,6
BRANOLA CHEMICAL WORKS,6
DERMIA CONTICARE PRIVATE LIMITED,6
NEOFALCON LIFE SCIENCE,6
BLUEWATERRESEARCH,6
AEON PHARMA,6
LEKSEL PHARMACEUTICALS,6
ALLYSIA LIFESCIENCES PRIVATE LIMITED,6
OPTIMAL PHARMTECH,6
AN PHARMACEUTICALS PVT LTD,6
QREN LIFESCIENCES PVT LTD,6
BRANDS LABORATORIES,6
HD PHARMACEUTICALS,6
ASIA PHARMACEUTICALS INDUSTRIES,6
DANLION PHARMACEUTICAL PVT LTD,6
FLUENSE HEALTHCARE PVT LTD,6
BENITO PHARMA,6
ZUBIT LIFECARE,6
NETWORK PHARMA,6
PLEASANT CARE PHARMA,6
REGENT HEALTHCARE LTD,6
DIOSMA,6
SWIZZ PHARMA,6
EXMO BIOGENICS PRIVATE LIMITED,6
JACKSON LABORATORIES (P) LTD,6
HEAL ALL PHARMACEUTICALS PVT LTD,6
AXYZEN LIFE SCIENCE,6
INDO FRENCH MARKETING COMPANY,6
DURAM PHARMACHEM PVT LTD,6
DEON HEALTHCARE,6
VHVL INC,6
COOL COSMETICS PRIVATE LTD,6
HBPCL,6
NANO LIFE CARE PVT LTD,6
SERBIA MOLECULES PRIVATE LIMITED,6
REVENZA PHARMACEUTICALS PVT LTD,6
MACLAN PHARMACEUTICALS PVT LTD,6
SAIBOON LIFECARE PVT LTD,6
GAMETE PHARMA PRIVATE LIMITED,6
KUREASIA PHARMA PVT LTD,6
J P LIFE SCIENCE,6
ORPHIC PHARMA,6
ESTEEM PHARMACEUTICALS PVT LTD,6
GENISTA HEALTHCARE,6
GLUCONATE HEALTH LTD,6
BEFAM PHARMACEUTICAL PVT LTD,6
ARIST HEALTH CARE,6
ELEGANT COSMED PRIVATE LIMITED,6
ALTON BIOSCIENCES PVT LTD,6
MILIMAX HEALTHCARE,6
KCM LABORATORIES,6
UNICORN PHARMACEUTICALS (INDIA) LIMITED,6
GALACUS HEALTHCARE PVT LTD,6
SPENCHEM PHARMACEUTICALS PVT. LTD,6
NATURESTASK,6
FERVENT LIFESCIENCE PVT LTD,6
LIPPINCOTTS PHARMACEUTICAL PVT LTD,6
BONNE,6
NIHAR SH,6
FANDH,6
DR ORTHO,6
NEW MAHALXMI,6
IODEX,6
SENSODYNE,6
AJANTA MEDICALS PVT LTD,5
CAMBRIDGE HEALTHCARE LTD.,5
GLENMARK PHARMACEUTICALS LTD,5
A S DERMACEUTICALS,5
DOVE,5
ORIAN PHARMACEUTICALS,5
ST. GEORGES,5
FIT & GLOW HEALTHCARE PVT LTD,5
RELIEF PHARMACEUTICALS,5
KUTCH SOAPS,5
CARESS BEAUTY CARE,5
GUJARAT PHARMA LAB PVT. LTD,5
LIMRA PHARMACEUTICAL,5
CURAX PHARMA,5
SRIGEN PHARMACEUTICALS,5
GEM MANKIND,5
PHARVAX BIOSCIENCE,5
BUDWHITE TEAS PVT LTD,5
COTEC HEALTHCARE LTD (LICENSED USER OF EMAMI LIMITED),5
UNION SWISS,5
ACURAGLOBE LLB,5
GOODNESS OF NATURE,5
RNOVA BIOLOGICALS PVT LTD,5
PUNEET LABORATORIES PVT LTD,5
GENEKA HEALTHCARE,5
OCEAN SPRAY,5
GLARIZONTO PHARMA,5
NUTRABUFF NUTRACEUTCIALS,5
OASIS BIOTECH,5
DR SR LABS PHARMA,5
DYNAMIC TECHNO MEDICALS PVT LTD,5
MEDIX BIOCARE,5
CAREXIA HEALTHCARE,5
GENMEDIC HEALTHCARE PVT LTD,5
MAXIS HEALTHCARE PVT LTD,5
SAMIKA NUTRICARE PRIVATE LIMITED,5
MEDIGEN LIFE SCIENCES,5
KLINGEN LIFE SCIENCES PRIVATE LIMITED,5
VIP PHARMA,5
VICHY LABORATORY,5
ALCOLABS,5
UNITED SURGICAL COMPANY,5
JONS,5
G.S PHARMBUTOR PVT LTD,5
PHARMA MEDICO (INDIA) PVT LTD,5
LIFECARE FORMULATION PVT LTD,5
NEUMEC HEALTHCARE,5
INMART COMMERCE PRIVATE LIMITED,5
SALUDAR HEALTHCARE PVT LTD,5
PSI INDAI PVT LTD,5
SUMAGES PHARMA PVT LTD,5
VITABIOTICS,5
BIOLIFE TECHNOLOGIES,5
JANTEC PHARMA,5
AVIGENIX INNOVATIONS PVT LTD,5
AILRON PHARMA,5
SRI BIOTECH PVT LTD,5
ABHIGYAAN LABS PVT LTD,5
TORONTO PHARMACEUTICALS PRIVATE LIMITED,5
HI BRAND PHARMULATION,5
STEPAN LABORATORIES LTD,5
EAU ZONE,5
KHADI ESSENTIALS INDIA,5
SWATI SPENTOSE PVT LTD,5
PURE NUTRITION,5
WELLA,5
SBL LIMITED,5
JAY,5
AROMA TREASURE PVT LTD,5
LIFECARE BIOTEC,5
YOGA JAL,5
SANUS LIFE SCIENCES,5
MOOV,5
BRITISH LIFE SCIENCES PVT LTD,5
ASPRIUS,5
ALLEN NUTRACEUTICALS,5
HERBS NUTRIPRODUCTS PVT LTD,5
VIRGO HEALTHCARE PVT LTD,5
BENZ PHARMACEUTICALS,5
AXIOM SAFETY DEVICES PVT LTD,5
DERMCURE'S PHARMA,5
GERMEX LABORATORIES,5
UNICON LIFE SCIENCES,5
MED GENIX,5
WELLONA PHARMA,5
BRIJ HEALTHCARE PVT LTD,5
RGI MEDITECH PVT LTD,5
FISCHER BIOSCIENCES PVT LTD,5
RADIX PHARMACEUTICALS,5
HEAND AND SHOULDER,5
CRATE LABORATORIES,5
CL REDDY HEALTHCARE,5
HTC INSTRUMENTS,5
G S PHARMBUTOR PVT LTD,5
AEOBURY HEALTHCARE PRIVATE LIMITED,5
DEEKAY LIFE SCIENCE,5
PROPHEX HEALTH CARE,5
STRENUOUS PLUS HEALTHCARE,5
LEAD STAR PHARMACEUTICALS,5
BIO FELIXER HEALTH CARE,5
J AND J,5
PHARMA CORP INC PVT LTD,5
PLASORON BIOTECH PRIVATE LIMITED,5
KIVONYX HEALTHCARE,5
DERMANATION LIFESCIENCE,5
KAMASUTRA,5
NATCON BIOLIFE SCIENCES PVT LTD,5
DERMALAND PRIVATE LIMITED,5
REKKE PERSONAL CARE PVT LTD,5
VXL NATURAL HEALTH & HYGIENE,5
NAAV HEALTHCARE PVT LTD,5
SHREEM DRUGS PRIVATE LIMITED,5
9M MEDICAL SYSTEM CO.,5
ORBITAL HEALTHCARE PVT LTD,5
UNIQLIFE BIOSCIENCES PVT LTD,5
WILSON MEDICINE COMPANY,5
BHASKARA BIOTECH,5
ARISE BIO CARE PHARMA LTD,5
ZEON LIFESCINCES LIMITED,5
NAGARJUN PHARMA,5
ONESTA LIFECARE,5
MADAUS PHARMACEUTICALS,5
SALUBRES FORMULATION PVT LDT,5
PALSONS DERMA,5
YASH HERBAL INTERNATIONAL PVT LTD,5
AONE COSMETICS PRODUCT,5
R K PHARMA,5
VINTAS PHARMACEUTICALS PVT LTD,5
MEXATO,5
LAXIAN PHARMACEUTICALS PVT LTD,5
ERIS HEALTHCARE PVT LTD,5
VANMED PHARMACEUTICALS,5
NATURALIS,5
SAVIOR LIFESCIENCES,5
VEENA INC,5
CURIOUS BIOTECH,5
JEMON PHARMACEUTICALS,5
SASSO,5
OSREN HEALTHCARE PVT LTD,5
GAMA MEDIWAVE PRIVATE LLIMITED,5
LAPIEL BIOTECH PVT LTD,5
SVI HEALTHCARE PVT LTD,5
HERBAL SPECIALITIES,5
TELIC PHARMA,5
SAILLON PHARMA,5
DAFFOWORTH PHARMACEUTICALS PVT LTD,5
UNIMARK REMEDIES LTD,5
GELUK PHARMA PVT LTD,5
RAPID LIFE DRUGS AND HEALTHCARE,5
SUNAXA PHARMA,5
SCIENZA HEALTHCARE PVT LTD,5
EUROMED,5
HOT GMBH,5
METAMORF LIFESCIENCES,5
PRIME LIFE SCIENCES,5
AZZURRA PHARAMACONUTRITION PVT LTD,5
REANTIS PHARMACEUTICALS,5
RESEARCH MEDICINES,5
CONTACARE OPHTHALMICS & DIAGNOSTICS,5
ZYDUS OSTIVIA,5
ADLIB BIOLOGICAL,5
SAPCO LABORATORIES PVT LTD,5
CURETOOL PHARMACEUTICALS,5
ROSETTE AEON LIFE CARE,5
DHANVANTARI MEDICINE & EQUIPMENTS PVT LTD,5
ELANCE HEALTH CARE,5
ASTLEY LIFESCIENCES PVT LTD,5
CALCUTTA CHEMICAL,5
NEO VISION HEALTHCARE,5
SEASHELL LAB PVT LTD,5
ASTECH PHARMA,5
GENESIA PHARMACEUTICALS PVT LTD,5
ECOGEN,5
BIOPHOENIX HEALTH CARE,5
BIO ETHICALS PHARMA LTD,5
NICHOLAS PIRAMAL INDIA LTD,5
ENRICH HEALTH CARE,5
EUMED HEALTHCARE,5
UDIK PHARMACEUTICALS,5
CRESCENT PHARMACEUTICALS,5
INGRAM BIOSCIENCES PRIVATE LIMITED,5
MEDTECH LIFE PVT LTD,5
WIN MEDICARE PRIVATE LIMITED,5
BLUBELL PHARMA PVT LTD,5
OBERLIN HEALTHCARE PVT LTD,5
KRISO PHARMA,5
PACIFIC BIOENGINEERING PVT LTD,5
FLARING,5
AYURVRUDHI HERBAL PRODUCT,5
PATANJALI AYURVEDA LTD,5
ALCURE PHARMACEUTICALS LAB,5
SANTOOR,5
ANMOL HEALTHCARE,5
NEW LIFE LABORATORIES PVT LTD,5
MACRO LABS PRIVATE LIMITED,5
HERBS DE OLIVIA,5
ABBOTT HEALTHCARE PRIVATE LIMITED,5
VAIDYA PATANKAR PHARMACY,5
SOMATICO LAB PVT LTD,5
JYOTHI LAB,5
CAMLIN LTD,5
KUNNATH PHARMACEUTICA,5
NATICON NURTURING LIFE,5
MAXIMAA PROYURVEDA,5
PRISM LIFE SCIENCES LTD,5
PHARMACON GIGNOS,5
KESAR,5
JIWADAYA NETRAPRABHA KARYALAYA,5
ENDOLABS,5
ULTRA DRUGS PVT LTD,5
AXODIN PHARMACEUTICAL PRIVATE LIMITED,5
GENIAL MEDICAMENTS,5
DURGA PHARMACEUTICALS PVT,5
ARIHANT PHARMA PVT LTD,5
MAGBRO HEALTHCARE PVT LTD,5
AMEYA PHARMACEUTICALS,5
ICON DRUGS PVT LTD,5
ZEDAWAN FORMULATIONS,5
PHARMA PLANET INDIA,5
INFOMED PHARMA,5
DEVTRIS PHARMACIA,5
ADHYA PHARMACEUTICALS PVT LTD,5
HERBATOL PLUS,5
NEXICON PHARMACEUTICALS,5
KURIT PHARMA PVT LTD,5
ALENCURE BIOTECH PVT LTD,5
CROIRE HEALTHCARE,5
SPINE HEALTHCARE PVT LTD,5
HEALTHVIT,5
AMCOR PHARMA (P) LTD,5
VISION MEDLINK,5
PRIMUS PHARMA,5
ASVINS LIFECARE,5
CYRIL PHARMACEUTICALS,5
LOUIES LIFE SCIENCES,5
ABSEIL PHARMACETICALS PVT LTD,5
UNISTAR BIOTECH LIMITED,5
EASTERN AGENCIES HEALTHCARE PVT LTD,5
ATISHYA BIOTECH,5
PRABATH COMPANY,5
GENBLUE PHARMA PVT LTD,5
GALENCIA HEALTHCARE PVT LTD,5
BASIL PHARMA,5
SAMBRIK MEDISCIENCES PVT LTD,5
OPTIDERMA SKIN CARE LLP,5
BRAVEHEART HEALTHCARE PVT LTD,5
NIPRO INDIACORP PVT.LTD,5
TICOMA PHARMACIA,5
SKARS HEALTH CARE PVT LTD,5
NUWILL BIOTECH,5
LIFA HEALTHCARE,5
BRIGADE PHARMA,5
ARDENT LIFESCIENCES PVT LTD,5
SYNTHERGEN THERAPEDTICS PVT LTD,5
LENSKART SOLUTIONS PRIVATE LIMITED,5
HOECHST MARION ROUSSEL LTD,5
AZCAD PHARMA,5
MERLION LIFE SCIENCE,5
NUTRAGENIX HEALTHCARE PRIVATE LIMITED,5
ERIKSON PHARMA,5
SBS LIFE SCIENCES PVT LTD,5
DSS PHARMA,5
XENA CORONUS HEALTH CARE PRIVATE LIMITED,5
MESCO LAB LTD,5
MEDWOCK PHARMACEUTICALS PRIVATE LIMITED,5
ASSOCIATED BIOTECH,5
HELPLAB HEALTHCARE PVT LTD,5
ZYSTUS NUTRACEUTICALS PVT LTD,5
CGN LIFESCIENCES PRIVATE LIMITED,5
HEALTH N U THERAPEUTICS PVT LTD,5
CRESTIGE LIFE CARE,5
KABIR LIFESCIENCES & RESEARCH PVT LTD,5
AKS LIFE GLOBAL PVT LTD,5
EUTHERVA PHARMA,5
GLOBEX HEALTHCARE,5
MAXELL PHARMA PVT LTD,5
PRIDE PHARMA,5
TOTEM BIOTECH,5
DOLPHAR PVT LTD,5
GREYLAND PHARMA PVT LTD,5
SPARK HEALTHCARE PVT LTD,5
PRO BIOS HEALTHCARE,5
CHIRON PHARMA,5
GOODRICH LABORATORIES,5
JENOME BIOPHAR PRIVATE LIMITED,5
DEVBHOOMI PHARMACEUTICALS,5
ZIRCON PHARMACEUTICALS,5
MEDICRON LIFESCIENCES PVT LTD,5
LYCEUM LIFE SCIENCES PRIVATE LIMITED,5
VITAL CARE PVT LTD,5
YOGI AYURVEDIC PRODUCTS,5
VARTRIX BIOSCIENCES,5
AVILLION BIOGENICS,5
ZOETIC AYURVEDICS PVT.LTD,5
RUSAN PHARMA LTD,5
AINGO PHARMA PRIVATE LIMITED,5
PURE HEALTH,5
BANGLORE PHARMA,5
GETRON PHARMA,5
TRI- TRI PHARMA,5
AMEZIA PHARMA,5
BEATS PHARMACEUTICALS,5
BIOWELL PHARMA,5
COLOSIEM HEALTHCARE PVT LTD,5
AARTHA PHARMA,5
HRI HEALTHCARE PRIVATE LIMITED,5
SUMAC PHARMA PVT LTD,5
BIONEXT PHARMA PVT LTD,5
CUREWIN HYLICO PHARMA PVT LTD,5
PHARMA CONCEPTS,5
SYSTEMIC HEALTHCARE PVT LTD,5
TITAN HEALTHCARE PVT LTD,5
JAKSON LABORATORIES PVT. LTD.,5
VYONICS HEALTH CARE PVT LTD,5
YASH REMEDIES,5
BIOGUARD ORGANICS LTD.,5
AIRMESH AYURVEDIC,5
OSTER REMEDIES,5
MIGLIORE LIFE SCIENCES,5
MAGNOVIA PHARMACEUTICAL PVT LTD,5
AILERON LIFESCIENCE,5
OLYCARE LIFE SCIENCES,5
LEXUS PHARMACEUTICALS,5
MEDITOUCH WELLNESS,5
HEALTHY INDIA PHARMACEUTICALS,5
APELLON BIOTECH PRIVATE LIMITED,5
SAIFEE PHARMA,5
AURIO PHARMA LABORATORIES,5
BIOVEL LIFE SCIENCES,5
LAVANYA BIOTECH,5
GENETIAC PHARMA,5
HOUSEHOLD PHARMACEUTICALS LTD,5
PUREMED BIOTECH,5
RAHAT INDUSTRIES,5
SYKOCURE LIFESCIENCES,5
DRAKT INTERNATIONAL,5
DERMA CONCEPTS,5
ALLEN HEALTH CARE,5
KPH COSMOS PVT LTD,5
CELSIUS HEALTHCARE PVT LTD,5
INNOTHERA LABORATORIES,5
BIOCURA LIFE SCIENCES PVT LTD,5
ADINATH MANUTRADE,5
COSTA RICH PHARMACEUTICALS,5
THEMIS PHARMACEUTICAL LTD,5
STRIVOS PHARMA,5
UNIBIOTECH FORMULATIONS,5
HP PHARMACEUTICALS,5
GENEZEN HEALTHCARE,5
DAVIS MORGAN LABS,5
MARS AND MOON HEALTH CARE,5
LAXIAN INCORPORATION,5
JAY ELL HEALTHCARE PRIVATE LIMITED,5
CENTERCON PHARMA,5
EYERIS VISION CARE,5
MAXNOVA HEALTHCARE,5
TEKNOVATIONS LIFE SCIENCE,5
MEDICAMEN BIOTECH,5
UROSTARK PVT LTD,5
SYCON HEALTHCARE PRIVATE LIMITED,5
SGS PHARMACEUTICALS PVT LTD,5
GENOZED FORMULATIONS,5
ESSARR,5
MITISHA PHARMA,5
CALDERN PHARMACEUTICALS LTD,5
APPLE PHARMA,5
SATYAM LIFESCIENCES,5
WIZAD BIOTECH PVT LTD,5
MEDMEX HEALTH CARE,5
M FRANK,5
MEDWISE PHARMACEUTICALS,5
ULTRAMARK HEALTHCARE PVT LTD,5
MEDLEY PHARMACEUTICALS LTD,5
VESTIGE MARKETING PRIVATE LIMITED,5
LEVIN HEALTHCARE,5
PARKER ROBINSON PRIVATE LIMITED,5
POLLEN HEALTHCARE PVT LTD,5
ATHIKO LIFESCIENCES,5
MAHIDA AND SONS,5
CORTINA LABORATORIES PVT.LTD,5
UNIVED PHARMA,5
PRAGUR HEALTHSCIENCES PVT LTD,5
DABUR LAL,5
VEE EXCEL,5
VAKS PHARMA PRIVATE LIMITED,5
EVERYCOM ELECTRONICS,5
USP MEDICRAFT,5
HAHNEMANN SCIENTIFIC LAB,5
REEHAAHERBAL MARKETING,5
PITAMBARI PRODUCTS PVT LTD,5
SCOSHIA REMEDY INC,5
SOLANS,5
JONSA,5
LIPTON,5
BALAJI TAMBE,5
HEAL UP,5
ENGAGE,5
WAI,5
TIGER,5
VEET,5
INDOLANDS PHARMA PVT LTD,4
MEDDICONFORT,4
NECESSITEA,4
AURIGA INTERNATIONAL,4
ADVENTURE PHARMA,4
BHAWSAR CHEMICALS PVT LTD,4
BIO BEST HEALTHCARE PVT LTD,4
CUTINOVA HEALTHCARE,4
SHALAKS HEALTHCARE,4
IMPACT METALS LTD,4
PROVIMI ANIMAL NUTRITION INDIA,4
CRAZA LIFESCIENCES PVT LTD,4
CROSS Q DERMA,4
BIOFORD REMEDIES PRIVATE LIMITED,4
SENORITA SPAIN,4
VIJYA FOOD,4
INDULEKHA,4
MEDICIAL & SURGICAL SOLUTIONS,4
RAYMOND PHARMACEUTICALS P.LTD,4
WELSTAR PVT LTD,4
ALLIANCE INDIA,4
COOL&COOL INT`L LTD UK,4
4 SENSES,4
BURNET PHARMACEUTICALS P. LTD,4
SPECIA REMEDIES INDIA PVT LTD,4
DELON LIFE SCIENCE LLP,4
MYRACLE VENTURES,4
ERICURE REMEDIES PRIVATE LIMITED,4
DROOLS ABSOLUTE,4
LOWKAL HEALTHCARE PRIVATE LIMITED,4
J & J,4
SARAN BIOTECH,4
HEXTAR PHARMACEUTICALS PVT LTD,4
AUSTRALIAN FOODS INDIA PVT LTD,4
VIBSUN,4
MARICO LTDGANESHA PERSONAL CARE PVT LTD,4
DALBERT HEALTHCARE PVT LTD,4
ZOIC HEALTHCARE,4
ZHENPI LIFE SCINCE,4
SANDPUPPY,4
NEW SEARCH LIFE SCIENCES PVT LTD,4
JLS PHARMA PVT LTD,4
ZYDUS,4
UNIVICTOR,4
DELISTED,4
CHRISTY FOODS,4
SPACE LIFE SCIENCE,4
ADVEN NATURALS,4
NURECA LTD,4
RENNEX MEDICAL,4
CRESCENZIA TRADETECH PRIVATE LIMITED,4
TITANIUM TECHNOLOGIES PVT. LTD.,4
PERPETUAL PHARMACEUTICALS,4
CYTOZ PHARMA,4
ORGANIC RIOT,4
NOREVA LABORATOIRES,4
SHAPRA TRADING PVT LTD,4
NEON NATURALS,4
EASTERN MEDIKIT,4
NAVNIDHI LIFE SCIENCE PVT LTD,4
WEALTH CARE PHARMA,4
VEERHEALTH CARE LTD,4
J K PHARMACEUTICALS,4
UNJHA PHARMACY,4
GUANGDONG YICHAO BIOLOGICAL CO. LTD.,4
CLEAN CARE,4
ALGEN REMEDIES PVT LTD,4
LUMINUS GROUP,4
SHETASTIC PRIVATE LIMITED,4
